Port,Constraint,Budget,Edge,Clock,Slack,AvailTime,Exception
input0[48],set_input_delay,0.013,fall,_INN_superClk,0.576,0.000,
input0[47],set_input_delay,0.020,rise,_INN_superClk,0.600,0.000,
input0[47],set_input_delay,0.013,fall,_INN_superClk,0.599,0.000,
input0[46],set_input_delay,0.020,rise,_INN_superClk,0.571,0.000,
input0[46],set_input_delay,0.013,fall,_INN_superClk,0.569,0.000,
input0[45],set_input_delay,0.020,rise,_INN_superClk,0.586,0.000,
input0[45],set_input_delay,0.013,fall,_INN_superClk,0.574,0.000,
input0[44],set_input_delay,0.020,rise,_INN_superClk,0.592,0.000,
input0[44],set_input_delay,0.013,fall,_INN_superClk,0.586,0.000,
input0[43],set_input_delay,0.020,rise,_INN_superClk,0.601,0.000,
input0[43],set_input_delay,0.013,fall,_INN_superClk,0.597,0.000,
input0[42],set_input_delay,0.020,rise,_INN_superClk,0.585,0.000,
input0[42],set_input_delay,0.013,fall,_INN_superClk,0.581,0.000,
input0[41],set_input_delay,0.020,rise,_INN_superClk,0.581,0.000,
input0[41],set_input_delay,0.013,fall,_INN_superClk,0.583,0.000,
input0[40],set_input_delay,0.020,rise,_INN_superClk,0.602,0.000,
input0[40],set_input_delay,0.013,fall,_INN_superClk,0.599,0.000,
input0[39],set_input_delay,0.020,rise,_INN_superClk,0.592,0.000,
input0[39],set_input_delay,0.013,fall,_INN_superClk,0.589,0.000,
input0[38],set_input_delay,0.020,rise,_INN_superClk,0.582,0.000,
input0[38],set_input_delay,0.013,fall,_INN_superClk,0.564,0.000,
input0[37],set_input_delay,0.020,rise,_INN_superClk,0.602,0.000,
input0[37],set_input_delay,0.013,fall,_INN_superClk,0.601,0.000,
input0[36],set_input_delay,0.020,rise,_INN_superClk,0.586,0.000,
input0[36],set_input_delay,0.013,fall,_INN_superClk,0.582,0.000,
input0[35],set_input_delay,0.020,rise,_INN_superClk,0.592,0.000,
input0[35],set_input_delay,0.013,fall,_INN_superClk,0.592,0.000,
input0[34],set_input_delay,0.020,rise,_INN_superClk,0.598,0.000,
input0[34],set_input_delay,0.013,fall,_INN_superClk,0.597,0.000,
input0[33],set_input_delay,0.020,rise,_INN_superClk,0.600,0.000,
input0[33],set_input_delay,0.013,fall,_INN_superClk,0.597,0.000,
input0[32],set_input_delay,0.020,rise,_INN_superClk,0.581,0.000,
input0[32],set_input_delay,0.013,fall,_INN_superClk,0.572,0.000,
input0[31],set_input_delay,0.020,rise,_INN_superClk,0.568,0.000,
input0[31],set_input_delay,0.013,fall,_INN_superClk,0.563,0.000,
input0[30],set_input_delay,0.020,rise,_INN_superClk,0.586,0.000,
input0[30],set_input_delay,0.013,fall,_INN_superClk,0.584,0.000,
input0[29],set_input_delay,0.020,rise,_INN_superClk,0.575,0.000,
input0[29],set_input_delay,0.013,fall,_INN_superClk,0.574,0.000,
input0[28],set_input_delay,0.020,rise,_INN_superClk,0.594,0.000,
input0[28],set_input_delay,0.013,fall,_INN_superClk,0.586,0.000,
input0[27],set_input_delay,0.020,rise,_INN_superClk,0.589,0.000,
input0[27],set_input_delay,0.013,fall,_INN_superClk,0.583,0.000,
input0[26],set_input_delay,0.020,rise,_INN_superClk,0.600,0.000,
input0[26],set_input_delay,0.013,fall,_INN_superClk,0.599,0.000,
input0[25],set_input_delay,0.020,rise,_INN_superClk,0.561,0.000,
input0[25],set_input_delay,0.013,fall,_INN_superClk,0.560,0.000,
input0[24],set_input_delay,0.020,rise,_INN_superClk,0.574,0.000,
input0[24],set_input_delay,0.013,fall,_INN_superClk,0.573,0.000,
input0[23],set_input_delay,0.020,rise,_INN_superClk,0.552,0.000,
input0[23],set_input_delay,0.013,fall,_INN_superClk,0.567,0.000,
input0[22],set_input_delay,0.020,rise,_INN_superClk,0.588,0.000,
input0[22],set_input_delay,0.013,fall,_INN_superClk,0.577,0.000,
input0[21],set_input_delay,0.020,rise,_INN_superClk,0.592,0.000,
input0[21],set_input_delay,0.013,fall,_INN_superClk,0.585,0.000,
input0[20],set_input_delay,0.020,rise,_INN_superClk,0.591,0.000,
input0[20],set_input_delay,0.013,fall,_INN_superClk,0.586,0.000,
input0[19],set_input_delay,0.020,rise,_INN_superClk,0.582,0.000,
input0[19],set_input_delay,0.013,fall,_INN_superClk,0.581,0.000,
input0[18],set_input_delay,0.020,rise,_INN_superClk,0.577,0.000,
input0[18],set_input_delay,0.013,fall,_INN_superClk,0.573,0.000,
input0[17],set_input_delay,0.020,rise,_INN_superClk,0.591,0.000,
input0[17],set_input_delay,0.013,fall,_INN_superClk,0.581,0.000,
input0[16],set_input_delay,0.020,rise,_INN_superClk,0.600,0.000,
input0[16],set_input_delay,0.013,fall,_INN_superClk,0.597,0.000,
input0[15],set_input_delay,0.020,rise,_INN_superClk,0.583,0.000,
input0[15],set_input_delay,0.013,fall,_INN_superClk,0.574,0.000,
input0[14],set_input_delay,0.020,rise,_INN_superClk,0.597,0.000,
input0[14],set_input_delay,0.013,fall,_INN_superClk,0.594,0.000,
input0[13],set_input_delay,0.020,rise,_INN_superClk,0.593,0.000,
input0[13],set_input_delay,0.013,fall,_INN_superClk,0.589,0.000,
input0[12],set_input_delay,0.020,rise,_INN_superClk,0.589,0.000,
input0[12],set_input_delay,0.013,fall,_INN_superClk,0.585,0.000,
input0[11],set_input_delay,0.020,rise,_INN_superClk,0.601,0.000,
input0[11],set_input_delay,0.013,fall,_INN_superClk,0.598,0.000,
input0[10],set_input_delay,0.020,rise,_INN_superClk,0.583,0.000,
input0[10],set_input_delay,0.013,fall,_INN_superClk,0.568,0.000,
input0[9],set_input_delay,0.020,rise,_INN_superClk,0.581,0.000,
input0[9],set_input_delay,0.013,fall,_INN_superClk,0.585,0.000,
input0[8],set_input_delay,0.020,rise,_INN_superClk,0.596,0.000,
input0[8],set_input_delay,0.013,fall,_INN_superClk,0.591,0.000,
input0[7],set_input_delay,0.020,rise,_INN_superClk,0.597,0.000,
input0[7],set_input_delay,0.013,fall,_INN_superClk,0.595,0.000,
input0[6],set_input_delay,0.020,rise,_INN_superClk,0.586,0.000,
input0[6],set_input_delay,0.013,fall,_INN_superClk,0.581,0.000,
input0[5],set_input_delay,0.020,rise,_INN_superClk,0.578,0.000,
input0[5],set_input_delay,0.013,fall,_INN_superClk,0.572,0.000,
input0[4],set_input_delay,0.020,rise,_INN_superClk,0.594,0.000,
input0[4],set_input_delay,0.013,fall,_INN_superClk,0.592,0.000,
input0[3],set_input_delay,0.020,rise,_INN_superClk,0.591,0.000,
input0[3],set_input_delay,0.013,fall,_INN_superClk,0.592,0.000,
input0[2],set_input_delay,0.020,rise,_INN_superClk,0.585,0.000,
input0[2],set_input_delay,0.013,fall,_INN_superClk,0.587,0.000,
input0[1],set_input_delay,0.020,rise,_INN_superClk,0.600,0.000,
input0[1],set_input_delay,0.013,fall,_INN_superClk,0.595,0.000,
input0[0],set_input_delay,0.020,rise,_INN_superClk,0.578,0.000,
input0[0],set_input_delay,0.013,fall,_INN_superClk,0.567,0.000,
input1[63],set_input_delay,0.000,rise,clk,0.058,0.000,
input1[63],set_input_delay,0.000,fall,clk,0.085,0.000,
input1[62],set_input_delay,0.000,rise,clk,-0.282,0.000,
input1[62],set_input_delay,0.000,fall,clk,-0.094,0.000,
input1[61],set_input_delay,0.000,rise,clk,-0.142,0.000,
input1[61],set_input_delay,0.000,fall,clk,-0.130,0.000,
input1[60],set_input_delay,0.000,rise,clk,0.062,0.000,
input1[60],set_input_delay,0.000,fall,clk,0.084,0.000,
input1[59],set_input_delay,0.000,rise,clk,0.063,0.000,
input1[59],set_input_delay,0.000,fall,clk,0.097,0.000,
input1[58],set_input_delay,0.000,rise,clk,0.075,0.000,
input1[58],set_input_delay,0.000,fall,clk,0.096,0.000,
input1[57],set_input_delay,0.000,rise,clk,0.091,0.000,
input1[57],set_input_delay,0.000,fall,clk,0.124,0.000,
input1[56],set_input_delay,0.000,rise,clk,0.027,0.000,
input1[56],set_input_delay,0.000,fall,clk,0.049,0.000,
input1[55],set_input_delay,0.000,rise,clk,0.006,0.000,
input1[55],set_input_delay,0.000,fall,clk,0.033,0.000,
input1[54],set_input_delay,0.000,rise,clk,0.104,0.000,
input1[54],set_input_delay,0.000,fall,clk,0.113,0.000,
input1[53],set_input_delay,0.000,rise,clk,-0.196,0.000,
input1[53],set_input_delay,0.000,fall,clk,-0.188,0.000,
input1[52],set_input_delay,0.000,rise,clk,0.085,0.000,
input1[52],set_input_delay,0.000,fall,clk,0.084,0.000,
input1[51],set_input_delay,0.000,rise,clk,0.034,0.000,
input1[51],set_input_delay,0.000,fall,clk,0.077,0.000,
input1[50],set_input_delay,0.000,rise,clk,0.106,0.000,
input1[50],set_input_delay,0.000,fall,clk,0.137,0.000,
input1[49],set_input_delay,0.000,rise,clk,0.088,0.000,
input1[49],set_input_delay,0.000,fall,clk,0.098,0.000,
input1[48],set_input_delay,0.000,rise,clk,-0.155,0.000,
input1[48],set_input_delay,0.000,fall,clk,-0.157,0.000,
input1[47],set_input_delay,0.000,rise,clk,0.042,0.000,
input1[47],set_input_delay,0.000,fall,clk,0.037,0.000,
input1[46],set_input_delay,0.000,rise,clk,0.064,0.000,
input1[46],set_input_delay,0.000,fall,clk,0.027,0.000,
input1[45],set_input_delay,0.000,rise,clk,-0.161,0.000,
input1[45],set_input_delay,0.000,fall,clk,-0.193,0.000,
input1[44],set_input_delay,0.000,rise,clk,0.053,0.000,
input1[44],set_input_delay,0.000,fall,clk,0.042,0.000,
input1[43],set_input_delay,0.000,rise,clk,0.085,0.000,
input1[43],set_input_delay,0.000,fall,clk,0.073,0.000,
input1[42],set_input_delay,0.000,rise,clk,0.055,0.000,
input1[42],set_input_delay,0.000,fall,clk,0.028,0.000,
input1[41],set_input_delay,0.000,rise,clk,0.056,0.000,
input1[41],set_input_delay,0.000,fall,clk,0.056,0.000,
input1[40],set_input_delay,0.000,rise,clk,0.025,0.000,
input1[40],set_input_delay,0.000,fall,clk,0.004,0.000,
input1[39],set_input_delay,0.000,rise,clk,-0.028,0.000,
input1[39],set_input_delay,0.000,fall,clk,-0.029,0.000,
input1[38],set_input_delay,0.000,rise,clk,0.081,0.000,
input1[38],set_input_delay,0.000,fall,clk,0.039,0.000,
input1[37],set_input_delay,0.000,rise,clk,-0.200,0.000,
input1[37],set_input_delay,0.000,fall,clk,-0.229,0.000,
input1[36],set_input_delay,0.000,rise,clk,0.067,0.000,
input1[36],set_input_delay,0.000,fall,clk,0.027,0.000,
input1[35],set_input_delay,0.000,rise,clk,0.026,0.000,
input1[35],set_input_delay,0.000,fall,clk,0.033,0.000,
input1[34],set_input_delay,0.000,rise,clk,0.081,0.000,
input1[34],set_input_delay,0.000,fall,clk,0.084,0.000,
input1[33],set_input_delay,0.000,rise,clk,0.084,0.000,
input1[33],set_input_delay,0.000,fall,clk,0.058,0.000,
input1[32],set_input_delay,0.000,rise,clk,-0.173,0.000,
input1[32],set_input_delay,0.000,fall,clk,-0.213,0.000,
input1[31],set_input_delay,0.000,rise,clk,0.024,0.000,
input1[31],set_input_delay,0.000,fall,clk,0.006,0.000,
input1[30],set_input_delay,0.000,rise,clk,0.105,0.000,
input1[30],set_input_delay,0.000,fall,clk,0.042,0.000,
input1[29],set_input_delay,0.000,rise,clk,-0.185,0.000,
input1[29],set_input_delay,0.000,fall,clk,-0.210,0.000,
input1[28],set_input_delay,0.000,rise,clk,0.073,0.000,
input1[28],set_input_delay,0.000,fall,clk,0.033,0.000,
input1[27],set_input_delay,0.000,rise,clk,0.095,0.000,
input1[27],set_input_delay,0.000,fall,clk,0.070,0.000,
input1[26],set_input_delay,0.000,rise,clk,0.088,0.000,
input1[26],set_input_delay,0.000,fall,clk,0.041,0.000,
input1[25],set_input_delay,0.000,rise,clk,0.069,0.000,
input1[25],set_input_delay,0.000,fall,clk,0.053,0.000,
input1[24],set_input_delay,0.000,rise,clk,0.006,0.000,
input1[24],set_input_delay,0.000,fall,clk,-0.014,0.000,
input1[23],set_input_delay,0.000,rise,clk,-0.032,0.000,
input1[23],set_input_delay,0.000,fall,clk,-0.046,0.000,
input1[22],set_input_delay,0.000,rise,clk,0.087,0.000,
input1[22],set_input_delay,0.000,fall,clk,0.045,0.000,
input1[21],set_input_delay,0.000,rise,clk,-0.154,0.000,
input1[21],set_input_delay,0.000,fall,clk,-0.218,0.000,
input1[20],set_input_delay,0.000,rise,clk,0.108,0.000,
input1[20],set_input_delay,0.000,fall,clk,0.058,0.000,
input1[19],set_input_delay,0.000,rise,clk,0.041,0.000,
input1[19],set_input_delay,0.000,fall,clk,0.026,0.000,
input1[18],set_input_delay,0.000,rise,clk,0.074,0.000,
input1[18],set_input_delay,0.000,fall,clk,0.031,0.000,
input1[17],set_input_delay,0.000,rise,clk,0.095,0.000,
input1[17],set_input_delay,0.000,fall,clk,0.062,0.000,
input1[16],set_input_delay,0.000,rise,clk,-0.140,0.000,
input1[16],set_input_delay,0.000,fall,clk,-0.168,0.000,
input1[15],set_input_delay,0.000,rise,clk,0.117,0.000,
input1[15],set_input_delay,0.000,fall,clk,0.115,0.000,
input1[14],set_input_delay,0.000,rise,clk,0.133,0.000,
input1[14],set_input_delay,0.000,fall,clk,0.112,0.000,
input1[13],set_input_delay,0.000,rise,clk,-0.168,0.000,
input1[13],set_input_delay,0.000,fall,clk,-0.175,0.000,
input1[12],set_input_delay,0.000,rise,clk,0.108,0.000,
input1[12],set_input_delay,0.000,fall,clk,0.091,0.000,
input1[11],set_input_delay,0.000,rise,clk,0.113,0.000,
input1[11],set_input_delay,0.000,fall,clk,0.103,0.000,
input1[10],set_input_delay,0.000,rise,clk,0.113,0.000,
input1[10],set_input_delay,0.000,fall,clk,0.095,0.000,
input1[9],set_input_delay,0.000,rise,clk,0.110,0.000,
input1[9],set_input_delay,0.000,fall,clk,0.090,0.000,
input1[8],set_input_delay,0.000,rise,clk,-0.006,0.000,
input1[8],set_input_delay,0.000,fall,clk,0.006,0.000,
input1[7],set_input_delay,0.000,rise,clk,0.134,0.000,
input1[7],set_input_delay,0.000,fall,clk,0.130,0.000,
input1[6],set_input_delay,0.000,rise,clk,0.015,0.000,
input1[6],set_input_delay,0.000,fall,clk,0.028,0.000,
input1[5],set_input_delay,0.000,rise,clk,-0.132,0.000,
input1[5],set_input_delay,0.000,fall,clk,-0.163,0.000,
input1[4],set_input_delay,0.000,rise,clk,0.092,0.000,
input1[4],set_input_delay,0.000,fall,clk,0.096,0.000,
input1[3],set_input_delay,0.000,rise,clk,0.069,0.000,
input1[3],set_input_delay,0.000,fall,clk,0.076,0.000,
input1[2],set_input_delay,0.000,rise,clk,0.121,0.000,
input1[2],set_input_delay,0.000,fall,clk,0.125,0.000,
input1[1],set_input_delay,0.000,rise,clk,0.091,0.000,
input1[1],set_input_delay,0.000,fall,clk,0.085,0.000,
input1[0],set_input_delay,0.000,rise,clk,-0.192,0.000,
input1[0],set_input_delay,0.000,fall,clk,-0.205,0.000,
ctrl,set_input_delay,0.046,rise,_INN_superClk,0.096,0.000,
ctrl,set_input_delay,0.028,fall,_INN_superClk,0.142,0.000,
ctrl,set_input_delay,0.000,rise,clk,-0.185,0.000,
ctrl,set_input_delay,0.000,fall,clk,-0.152,0.000,
output[63],set_output_delay,0.000,rise,clk,-0.147,0.000,
output[63],set_output_delay,0.000,fall,clk,-0.139,0.000,
output[62],set_output_delay,0.000,rise,clk,-0.282,0.000,
output[62],set_output_delay,0.000,fall,clk,-0.094,0.000,
output[61],set_output_delay,0.000,rise,clk,-0.142,0.000,
output[61],set_output_delay,0.000,fall,clk,-0.130,0.000,
output[60],set_output_delay,0.000,rise,clk,-0.171,0.000,
output[60],set_output_delay,0.000,fall,clk,-0.165,0.000,
output[59],set_output_delay,0.000,rise,clk,-0.109,0.000,
output[59],set_output_delay,0.000,fall,clk,-0.100,0.000,
output[58],set_output_delay,0.000,rise,clk,-0.036,0.000,
output[58],set_output_delay,0.000,fall,clk,-0.013,0.000,
output[57],set_output_delay,0.000,rise,clk,-0.046,0.000,
output[57],set_output_delay,0.000,fall,clk,-0.028,0.000,
output[56],set_output_delay,0.000,rise,clk,-0.108,0.000,
output[56],set_output_delay,0.000,fall,clk,-0.102,0.000,
output[55],set_output_delay,0.000,rise,clk,-0.076,0.000,
output[55],set_output_delay,0.000,fall,clk,-0.055,0.000,
output[54],set_output_delay,0.000,rise,clk,-0.126,0.000,
output[54],set_output_delay,0.000,fall,clk,-0.121,0.000,
output[53],set_output_delay,0.000,rise,clk,-0.196,0.000,
output[53],set_output_delay,0.000,fall,clk,-0.188,0.000,
output[52],set_output_delay,0.000,rise,clk,-0.047,0.000,
output[52],set_output_delay,0.000,fall,clk,-0.030,0.000,
output[51],set_output_delay,0.000,rise,clk,-0.088,0.000,
output[51],set_output_delay,0.000,fall,clk,-0.080,0.000,
output[50],set_output_delay,0.000,rise,clk,-0.173,0.000,
output[50],set_output_delay,0.000,fall,clk,-0.166,0.000,
output[49],set_output_delay,0.000,rise,clk,-0.169,0.000,
output[49],set_output_delay,0.000,fall,clk,-0.162,0.000,
output[48],set_output_delay,0.000,rise,clk,-0.155,0.000,
output[48],set_output_delay,0.000,fall,clk,-0.157,0.000,
output[47],set_output_delay,0.000,rise,clk,-0.151,0.000,
output[47],set_output_delay,0.000,fall,clk,-0.138,0.000,
output[46],set_output_delay,0.000,rise,clk,-0.098,0.000,
output[46],set_output_delay,0.000,fall,clk,-0.074,0.000,
output[45],set_output_delay,0.000,rise,clk,-0.161,0.000,
output[45],set_output_delay,0.000,fall,clk,-0.193,0.000,
output[44],set_output_delay,0.000,rise,clk,-0.162,0.000,
output[44],set_output_delay,0.000,fall,clk,-0.153,0.000,
output[43],set_output_delay,0.000,rise,clk,-0.004,0.000,
output[43],set_output_delay,0.000,fall,clk,0.007,0.000,
output[42],set_output_delay,0.000,rise,clk,-0.023,0.000,
output[42],set_output_delay,0.000,fall,clk,-0.011,0.000,
output[41],set_output_delay,0.000,rise,clk,-0.089,0.000,
output[41],set_output_delay,0.000,fall,clk,-0.079,0.000,
output[40],set_output_delay,0.000,rise,clk,-0.016,0.000,
output[40],set_output_delay,0.000,fall,clk,-0.002,0.000,
output[39],set_output_delay,0.000,rise,clk,-0.179,0.000,
output[39],set_output_delay,0.000,fall,clk,-0.168,0.000,
output[38],set_output_delay,0.000,rise,clk,-0.135,0.000,
output[38],set_output_delay,0.000,fall,clk,-0.142,0.000,
output[37],set_output_delay,0.000,rise,clk,-0.200,0.000,
output[37],set_output_delay,0.000,fall,clk,-0.229,0.000,
output[36],set_output_delay,0.000,rise,clk,-0.059,0.000,
output[36],set_output_delay,0.000,fall,clk,-0.055,0.000,
output[35],set_output_delay,0.000,rise,clk,-0.069,0.000,
output[35],set_output_delay,0.000,fall,clk,-0.045,0.000,
output[34],set_output_delay,0.000,rise,clk,-0.066,0.000,
output[34],set_output_delay,0.000,fall,clk,-0.042,0.000,
output[33],set_output_delay,0.000,rise,clk,-0.085,0.000,
output[33],set_output_delay,0.000,fall,clk,-0.079,0.000,
output[32],set_output_delay,0.000,rise,clk,-0.173,0.000,
output[32],set_output_delay,0.000,fall,clk,-0.213,0.000,
output[31],set_output_delay,0.000,rise,clk,-0.181,0.000,
output[31],set_output_delay,0.000,fall,clk,-0.173,0.000,
output[30],set_output_delay,0.000,rise,clk,-0.185,0.000,
output[30],set_output_delay,0.000,fall,clk,-0.173,0.000,
output[29],set_output_delay,0.000,rise,clk,-0.185,0.000,
output[29],set_output_delay,0.000,fall,clk,-0.210,0.000,
output[28],set_output_delay,0.000,rise,clk,-0.161,0.000,
output[28],set_output_delay,0.000,fall,clk,-0.155,0.000,
output[27],set_output_delay,0.000,rise,clk,-0.162,0.000,
output[27],set_output_delay,0.000,fall,clk,-0.155,0.000,
output[26],set_output_delay,0.000,rise,clk,-0.004,0.000,
output[26],set_output_delay,0.000,fall,clk,0.009,0.000,
output[25],set_output_delay,0.000,rise,clk,-0.091,0.000,
output[25],set_output_delay,0.000,fall,clk,-0.084,0.000,
output[24],set_output_delay,0.000,rise,clk,-0.139,0.000,
output[24],set_output_delay,0.000,fall,clk,-0.136,0.000,
output[23],set_output_delay,0.000,rise,clk,-0.118,0.000,
output[23],set_output_delay,0.000,fall,clk,-0.076,0.000,
output[22],set_output_delay,0.000,rise,clk,-0.014,0.000,
output[22],set_output_delay,0.000,fall,clk,-0.011,0.000,
output[21],set_output_delay,0.000,rise,clk,-0.154,0.000,
output[21],set_output_delay,0.000,fall,clk,-0.218,0.000,
output[20],set_output_delay,0.000,rise,clk,-0.033,0.000,
output[20],set_output_delay,0.000,fall,clk,-0.020,0.000,
output[19],set_output_delay,0.000,rise,clk,-0.105,0.000,
output[19],set_output_delay,0.000,fall,clk,-0.097,0.000,
output[18],set_output_delay,0.000,rise,clk,-0.106,0.000,
output[18],set_output_delay,0.000,fall,clk,-0.101,0.000,
output[17],set_output_delay,0.000,rise,clk,-0.111,0.000,
output[17],set_output_delay,0.000,fall,clk,-0.111,0.000,
output[16],set_output_delay,0.000,rise,clk,-0.140,0.000,
output[16],set_output_delay,0.000,fall,clk,-0.168,0.000,
output[15],set_output_delay,0.000,rise,clk,-0.022,0.000,
output[15],set_output_delay,0.000,fall,clk,-0.016,0.000,
output[14],set_output_delay,0.000,rise,clk,-0.092,0.000,
output[14],set_output_delay,0.000,fall,clk,-0.085,0.000,
output[13],set_output_delay,0.000,rise,clk,-0.168,0.000,
output[13],set_output_delay,0.000,fall,clk,-0.175,0.000,
output[12],set_output_delay,0.000,rise,clk,-0.171,0.000,
output[12],set_output_delay,0.000,fall,clk,-0.162,0.000,
output[11],set_output_delay,0.000,rise,clk,-0.083,0.000,
output[11],set_output_delay,0.000,fall,clk,-0.079,0.000,
output[10],set_output_delay,0.000,rise,clk,-0.134,0.000,
output[10],set_output_delay,0.000,fall,clk,-0.140,0.000,
output[9],set_output_delay,0.000,rise,clk,-0.106,0.000,
output[9],set_output_delay,0.000,fall,clk,-0.094,0.000,
output[8],set_output_delay,0.000,rise,clk,-0.107,0.000,
output[8],set_output_delay,0.000,fall,clk,-0.103,0.000,
output[7],set_output_delay,0.000,rise,clk,-0.164,0.000,
output[7],set_output_delay,0.000,fall,clk,-0.154,0.000,
output[6],set_output_delay,0.000,rise,clk,-0.100,0.000,
output[6],set_output_delay,0.000,fall,clk,-0.096,0.000,
output[5],set_output_delay,0.000,rise,clk,-0.132,0.000,
output[5],set_output_delay,0.000,fall,clk,-0.163,0.000,
output[4],set_output_delay,0.000,rise,clk,-0.046,0.000,
output[4],set_output_delay,0.000,fall,clk,-0.028,0.000,
output[3],set_output_delay,0.000,rise,clk,-0.111,0.000,
output[3],set_output_delay,0.000,fall,clk,-0.100,0.000,
output[2],set_output_delay,0.000,rise,clk,-0.086,0.000,
output[2],set_output_delay,0.000,fall,clk,-0.057,0.000,
output[1],set_output_delay,0.000,rise,clk,-0.005,0.000,
output[1],set_output_delay,0.000,fall,clk,0.005,0.000,
output[0],set_output_delay,0.000,rise,clk,-0.192,0.000,
output[0],set_output_delay,0.000,fall,clk,-0.205,0.000,
